date,district,Average of centy,Average of centx
2017-08-01,Xarardheere,4.793407,47.83268
2017-09-01,Xarardheere,4.793407,47.83268
2017-10-01,Xarardheere,4.793407,47.83268
2017-11-01,Xarardheere,4.793407,47.83268
2017-12-01,Xarardheere,4.793407,47.83268
2018-01-01,Xarardheere,4.793407,47.83268
2018-02-01,Xarardheere,4.793407,47.83268
2018-03-01,Xarardheere,4.793407,47.83268
2018-04-01,Xarardheere,4.793407,47.83268
2018-05-01,Xarardheere,4.793407,47.83268
2018-06-01,Xarardheere,4.793407,47.83268
2018-07-01,Xarardheere,4.793407,47.83268
2018-08-01,Xarardheere,4.793407,47.83268
2018-09-01,Xarardheere,4.793407,47.83268
2018-10-01,Xarardheere,4.793407,47.83268
2018-11-01,Xarardheere,4.793407,47.83268
2018-12-01,Xarardheere,4.793407,47.83268
2019-01-01,Xarardheere,4.793407,47.83268
2019-02-01,Xarardheere,4.793407,47.83268
2019-03-01,Xarardheere,4.793407,47.83268
2019-04-01,Xarardheere,4.793407,47.83268
2019-05-01,Xarardheere,4.793407,47.83268
2019-06-01,Xarardheere,4.793407,47.83268
2019-07-01,Xarardheere,4.793407,47.83268
2019-08-01,Xarardheere,4.793407,47.83268
2019-09-01,Xarardheere,4.793407,47.83268
2019-10-01,Xarardheere,4.793407,47.83268
2019-11-01,Xarardheere,4.793407,47.83268
2019-12-01,Xarardheere,4.793407,47.83268
2020-01-01,Xarardheere,4.793407,47.83268
2020-02-01,Xarardheere,4.793407,47.83268
2016-02-01,Xudun,9.141643,47.50747
2016-03-01,Xudun,9.141643,47.50747
2016-04-01,Xudun,9.141643,47.50747
2016-05-01,Xudun,9.141643,47.50747
2016-06-01,Xudun,9.141643,47.50747
2016-07-01,Xudun,9.141643,47.50747
2016-08-01,Xudun,9.141643,47.50747
2016-09-01,Xudun,9.141643,47.50747
2016-10-01,Xudun,9.141643,47.50747
2016-11-01,Xudun,9.141643,47.50747
2016-12-01,Xudun,9.141643,47.50747
2017-01-01,Xudun,9.141643,47.50747
2017-02-01,Xudun,9.141643,47.50747
2017-03-01,Xudun,9.141643,47.50747
2017-04-01,Xudun,9.141643,47.50747
2017-05-01,Xudun,9.141643,47.50747
2017-06-01,Xudun,9.141643,47.50747
2017-07-01,Xudun,9.141643,47.50747
2017-08-01,Xudun,9.141643,47.50747
2017-09-01,Xudun,9.141643,47.50747
2017-10-01,Xudun,9.141643,47.50747
2017-11-01,Xudun,9.141643,47.50747
2017-12-01,Xudun,9.141643,47.50747
2018-01-01,Xudun,9.141643,47.50747
2018-02-01,Xudun,9.141643,47.50747
2018-03-01,Xudun,9.141643,47.50747
2018-04-01,Xudun,9.141643,47.50747
2018-05-01,Xudun,9.141643,47.50747
2018-06-01,Xudun,9.141643,47.50747
2018-07-01,Xudun,9.141643,47.50747
2018-08-01,Xudun,9.141643,47.50747
2018-09-01,Xudun,9.141643,47.50747
2018-10-01,Xudun,9.141643,47.50747
2018-11-01,Xudun,9.141643,47.50747
2018-12-01,Xudun,9.141643,47.50747
2019-01-01,Xudun,9.141643,47.50747
2019-02-01,Xudun,9.141643,47.50747
2019-03-01,Xudun,9.141643,47.50747
2019-04-01,Xudun,9.141643,47.50747
2019-05-01,Xudun,9.141643,47.50747
2019-06-01,Xudun,9.141643,47.50747
2019-07-01,Xudun,9.141643,47.50747
2019-08-01,Xudun,9.141643,47.50747
2019-09-01,Xudun,9.141643,47.50747
2019-10-01,Xudun,9.141643,47.50747
2019-11-01,Xudun,9.141643,47.50747
2019-12-01,Xudun,9.141643,47.50747
2020-01-01,Xudun,9.141643,47.50747
2020-02-01,Xudun,9.141643,47.50747
2016-02-01,Xudur,4.188905999999999,43.90622
2016-03-01,Xudur,4.188905999999999,43.90622
2016-04-01,Xudur,4.188905999999999,43.90622
2016-05-01,Xudur,4.188905999999999,43.90622
2016-06-01,Xudur,4.188905999999999,43.90622
2016-07-01,Xudur,4.188905999999999,43.90622
2016-08-01,Xudur,4.188905999999999,43.90622
2016-09-01,Xudur,4.188905999999999,43.90622
2016-10-01,Xudur,4.188905999999999,43.90622
2016-11-01,Xudur,4.188905999999999,43.90622
2016-12-01,Xudur,4.188905999999999,43.90622
2017-01-01,Xudur,4.188905999999999,43.90622
2017-02-01,Xudur,4.188905999999999,43.90622
2017-03-01,Xudur,4.188905999999999,43.90622
2017-04-01,Xudur,4.188905999999999,43.90622
2017-05-01,Xudur,4.188905999999999,43.90622
2017-06-01,Xudur,4.188905999999999,43.90622
2017-07-01,Xudur,4.188905999999999,43.90622
2017-08-01,Xudur,4.188905999999999,43.90622
2017-09-01,Xudur,4.188905999999999,43.90622
2017-10-01,Xudur,4.188905999999999,43.90622
2017-11-01,Xudur,4.188905999999999,43.90622
2017-12-01,Xudur,4.188905999999999,43.90622
2018-01-01,Xudur,4.188905999999999,43.90622
2018-02-01,Xudur,4.188905999999999,43.90622
2018-03-01,Xudur,4.188905999999999,43.90622
2018-04-01,Xudur,4.188905999999999,43.90622
2018-05-01,Xudur,4.188905999999999,43.90622
2018-06-01,Xudur,4.188905999999999,43.90622
2018-07-01,Xudur,4.188905999999999,43.90622
2018-08-01,Xudur,4.188905999999999,43.90622
2018-09-01,Xudur,4.188905999999999,43.90622
2018-10-01,Xudur,4.188905999999999,43.90622
2018-11-01,Xudur,4.188905999999999,43.90622
2018-12-01,Xudur,4.188905999999999,43.90622
2019-01-01,Xudur,4.188905999999999,43.90622
2019-02-01,Xudur,4.188905999999999,43.90622
2019-03-01,Xudur,4.188905999999999,43.90622
2019-04-01,Xudur,4.188905999999999,43.90622
2019-05-01,Xudur,4.188905999999999,43.90622
2019-06-01,Xudur,4.188905999999999,43.90622
2019-07-01,Xudur,4.188905999999999,43.90622
2019-08-01,Xudur,4.188905999999999,43.90622
2019-09-01,Xudur,4.188905999999999,43.90622
2019-10-01,Xudur,4.188905999999999,43.90622
2019-11-01,Xudur,4.188905999999999,43.90622
2019-12-01,Xudur,4.188905999999999,43.90622
2020-01-01,Xudur,4.188905999999999,43.90622
2020-02-01,Xudur,4.188905999999999,43.90622
2016-02-01,Zeylac,10.89293,43.16827
2016-03-01,Zeylac,10.89293,43.16827
2016-04-01,Zeylac,10.89293,43.16827
2016-05-01,Zeylac,10.89293,43.16827
2016-06-01,Zeylac,10.89293,43.16827
2016-07-01,Zeylac,10.89293,43.16827
2016-08-01,Zeylac,10.89293,43.16827
2016-09-01,Zeylac,10.89293,43.16827
2016-10-01,Zeylac,10.89293,43.16827
2016-11-01,Zeylac,10.89293,43.16827
2016-12-01,Zeylac,10.89293,43.16827
2017-01-01,Zeylac,10.89293,43.16827
2017-02-01,Zeylac,10.89293,43.16827
2017-03-01,Zeylac,10.89293,43.16827
2017-04-01,Zeylac,10.89293,43.16827
2017-05-01,Zeylac,10.89293,43.16827
2017-06-01,Zeylac,10.89293,43.16827
2017-07-01,Zeylac,10.89293,43.16827
2017-08-01,Zeylac,10.89293,43.16827
2017-09-01,Zeylac,10.89293,43.16827
2017-10-01,Zeylac,10.89293,43.16827
2017-11-01,Zeylac,10.89293,43.16827
2017-12-01,Zeylac,10.89293,43.16827
2018-01-01,Zeylac,10.89293,43.16827
2018-02-01,Zeylac,10.89293,43.16827
2018-03-01,Zeylac,10.89293,43.16827
2018-04-01,Zeylac,10.89293,43.16827
2018-05-01,Zeylac,10.89293,43.16827
2018-06-01,Zeylac,10.89293,43.16827
2018-07-01,Zeylac,10.89293,43.16827
2018-08-01,Zeylac,10.89293,43.16827
2018-09-01,Zeylac,10.89293,43.16827
2018-10-01,Zeylac,10.89293,43.16827
2018-11-01,Zeylac,10.89293,43.16827
2018-12-01,Zeylac,10.89293,43.16827
2019-01-01,Zeylac,10.89293,43.16827
2019-02-01,Zeylac,10.89293,43.16827
2019-03-01,Zeylac,10.89293,43.16827
2019-04-01,Zeylac,10.89293,43.16827
2019-05-01,Zeylac,10.89293,43.16827
2019-06-01,Zeylac,10.89293,43.16827
2019-07-01,Zeylac,10.89293,43.16827
2019-08-01,Zeylac,10.89293,43.16827
2019-09-01,Zeylac,10.89293,43.16827
2019-10-01,Zeylac,10.89293,43.16827
2019-11-01,Zeylac,10.89293,43.16827
2019-12-01,Zeylac,10.89293,43.16827
2020-01-01,Zeylac,10.89293,43.16827
2020-02-01,Zeylac,10.89293,43.16827
,Grand Total,5.591413474324256,45.42124932432389
